,indice,page_number,line_number,text,text_type,speaker,time_added
2855,7867,303,15,"Yeah, we did.",a,THE WITNESS,start_question
2856,7868,303,16,And do you recall when that was?,q,MR. CROKE,start_answer
2857,7869,303,17,Sometime in '15.,a,THE WITNESS,start_question
2858,7870,303,18,And after -- was that a telephone call with Goldman Sachs?,q,MR. CROKE,start_answer
2859,7872,303,20,"Yes, yes.",a,THE WITNESS,start_question
2860,7873,303,21,"Okay. And after that call, do you recall any other communications with Goldman Sachs regarding the Abacus 2006-10 CDO?",q,MR. CROKE,start_answer
2861,7879,304,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_chat
2862,7880,304,2,Objection.,side_chat,MR. ITKIN,start_answer
2863,7881,304,3,"As in me, personally, having a conversation?",a,THE WITNESS,start_question
2864,7883,304,5,"Do you recall you, personally, having any communications with anyone at Goldman Sachs regarding the Abacus 2006-10 CDO after that call?",q,MR. CROKE,start_answer
2865,7887,304,9,"Yeah, actually I may have, yes.",a,THE WITNESS,start_question
2866,7888,304,10,And what do you recall about those?,q,MR. CROKE,start_answer
2867,7890,304,12,A friend of mine who works at Goldman who mentioned.,a,THE WITNESS,start_question
2868,7892,304,14,I'm sorry?,q,MR. CROKE,start_answer
2869,7893,304,15,"A friend of mine at Goldman mentioned Abacus CDO to me, who works at Goldman.",a,THE WITNESS,start_question
2870,7896,304,18,Do you recall when that was?,q,MR. CROKE,start_answer
2871,7897,304,19,"I don't exactly recall, but '17 maybe is the first time.",a,THE WITNESS,start_question
2872,7899,304,21,And who was that?,q,MR. CROKE,start_answer
2873,7900,304,22,A guy called Kamal.,a,THE WITNESS,start_question
2874,7901,304,23,Kamal.  Is that his first name or --,q,MR. CROKE,start_answer
2875,7903,304,25,First name.,a,THE WITNESS,start_answer
2876,7905,305,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
2877,7906,305,2,And what's his last name?,q,MR. CROKE,start_answer
2878,7907,305,3,Ramanani.,a,THE WITNESS,start_question
2879,7908,305,4,How do you spell that?,q,MR. CROKE,start_answer
2880,7909,305,5,"I'm going to have to guess. R-A-M-A-N-A-N-I or R-A-M-A-N-N-I -- but something R-A-M would be the starting point, I thought.",a,THE WITNESS,start_question
2881,7913,305,9,Okay.,q,MR. CROKE,start_answer
2882,7914,305,10,"It could even be Romani, by the way.  I hope he doesn't get offended.",a,THE WITNESS,start_chat
2883,7916,305,12,He won't see this.,side_chat,MR. ITKIN,start_chat
2884,7917,305,13,Good.,side_chat,THE WITNESS,start_question
2885,7919,305,15,And what did you discuss with him?,q,MR. CROKE,start_answer
2886,7921,305,17,"I think just vaguely, I just have a vague recollection.  I'll try and give you my impression of the whole thing, if that's okay.",a,THE WITNESS,start_question
2887,7925,305,21,Sure.,q,MR. CROKE,start_answer
2888,7926,305,22,"He just said that what's happening between you guys and Gerst, he's been running around trying to make sure we don't trade with you guys.",a,THE WITNESS,start_answer
2889,7931,306,1,Mathur - Attorneys' Eyes Only,a,THE WITNESS,start_question
2890,7932,306,2,And this was in 2017?,q,MR. CROKE,start_answer
2891,7933,306,3,"Maybe '17, maybe '18, I don't know exactly when.  So he was curious as to what's going on.",a,THE WITNESS,start_question
2892,7936,306,6,And what did you tell him?,q,MR. CROKE,start_answer
2893,7937,306,7,"I said, from memory, I said look, I don't know why he's doing it, we just asked a simple question.  That's the sense of it.  It's a long time ago.  I don't recall all the things, but the context was simply somebody, probably Gerst, trying to tell everybody at Goldman to stop trading with Astra, try to put pressure on us, is what he meant to say -- that's my impression of it anyway.",a,THE WITNESS,start_question
2894,7947,306,17,That's your impression of what he meant to say?,q,MR. CROKE,start_answer
2895,7949,306,19,Yes.,a,THE WITNESS,start_question
2896,7950,306,20,"Okay. So other than the call that you mentioned with Goldman Sachs and this conversation, do you recall any other conversations with Goldman Sachs regarding the Abacus 2006-10 CDO during your time at",q,MR. CROKE,start_answer
2897,7957,307,1,Mathur - Attorneys' Eyes Only Astra?,a,THE WITNESS,start_answer
2898,7959,307,3,"So the reason I was hesitant to begin with, do I characterize this as a call with Goldman or not?  I don't understand this.  Because I spoke to him in his capacity as a friend.  He wasn't representing Goldman Sachs.",a,THE WITNESS,start_question
